pk,jsondata,id,name,description,markup_description,unitparameter_pk,ord,version
1248,"{""start_year"": 1950, ""end_year"": 2007}",a-20-Second half of the 20th century,Second half of the 20th century [20],,,2,,1
1249,"{""start_year"": 1492, ""end_year"": 1949}",a-35-pre-modern,pre-modern [35],,,2,,1
1250,"{""start_year"": 1605, ""end_year"": 1605}",a-35-Urbano (1605),Urbano (1605) [35],,,2,,1
1251,"{""start_year"": 1950, ""end_year"": 2007}",a-35-modern,modern [35],,,2,,1
1252,"{""start_year"": -2500, ""end_year"": -2500}",a-34-proto-Mayan,proto-Mayan [34],,,2,,1
1253,"{""start_year"": -2000, ""end_year"": -2000}",a-34-proto-Mayan (not Huastec),proto-Mayan (not Huastec) [34],,,2,,1
1254,"{""start_year"": -1800, ""end_year"": -1200}",a-34-Western Mayan + Yucatecan,Western Mayan + Yucatecan [34],,,2,,1
1255,"{""start_year"": -1800, ""end_year"": -1200}",a-34-Western Mayan + Yucatecan + Ixhil,Western Mayan + Yucatecan + Ixhil [34],,,2,,1
1256,"{""start_year"": -1600, ""end_year"": -1600}",a-34-Eastern Mayan + Greater Q’anjob’alan,Eastern Mayan + Greater Q’anjob’alan [34],,,2,,1
1257,"{""start_year"": -1600, ""end_year"": -1600}",a-34-proto-Eastern Mayan + proto-Q’anjob’alan,proto-Eastern Mayan + proto-Q’anjob’alan [34],,,2,,1
1258,"{""start_year"": -1500, ""end_year"": 1300}",a-34-Yucatecan + Q'eqchi',Yucatecan + Q'eqchi' [34],,,2,,1
1259,"{""start_year"": -1400, ""end_year"": -1200}",a-34-proto-Eastern Mayan,proto-Eastern Mayan [34],,,2,,1
1260,"{""start_year"": -1400, ""end_year"": -1200}",a-34-proto-Eastern Mayan + Ch’olan,proto-Eastern Mayan + Ch’olan [34],,,2,,1
1261,"{""start_year"": -1400, ""end_year"": -1200}",a-34-proto-Eastern Mayan + Mocho,proto-Eastern Mayan + Mocho [34],,,2,,1
1262,"{""start_year"": -1400, ""end_year"": -1200}",a-34-proto-Eastern Mayan + Jakaltek,proto-Eastern Mayan + Jakaltek [34],,,2,,1
1263,"{""start_year"": -1400, ""end_year"": -600}",a-34-Eastern Mayan + Q’anjob’alan,Eastern Mayan + Q’anjob’alan [34],,,2,,1
1264,"{""start_year"": -1400, ""end_year"": -600}",a-34-Eastern Mayan + Q'eqchi',Eastern Mayan + Q'eqchi' [34],,,2,,1
1265,"{""start_year"": -1400, ""end_year"": -600}",a-34-Eastern Mayan + Chuj,Eastern Mayan + Chuj [34],,,2,,1
1266,"{""start_year"": -900, ""end_year"": -900}",a-34-Western Mayan + Q'eqchi',Western Mayan + Q'eqchi' [34],,,2,,1
1267,"{""start_year"": -900, ""end_year"": -900}",a-34-Western Mayan + Ixhil + Q'eqchi' + Poqom,Western Mayan + Ixhil + Q'eqchi' + Poqom [34],,,2,,1
1268,"{""start_year"": -900, ""end_year"": -600}",a-34-Western Mayan + Ixhil + Q'eqchi',Western Mayan + Ixhil + Q'eqchi' [34],,,2,,1
1269,"{""start_year"": -900, ""end_year"": -600}",a-34-proto-Western Mayan,proto-Western Mayan [34],,,2,,1
1270,"{""start_year"": -900, ""end_year"": -600}",a-34-proto-Western Mayan + Yucatecan,proto-Western Mayan + Yucatecan [34],,,2,,1
1271,"{""start_year"": -500, ""end_year"": -1}",a-34-Q’anjob’alan + Chujean,Q’anjob’alan + Chujean [34],,,2,,1
1272,"{""start_year"": 1, ""end_year"": 200}",a-34-proto-K’iche’an,proto-K’iche’an [34],,,2,,1
1273,"{""start_year"": 1, ""end_year"": 200}",a-34-proto-K’iche’an + Mocho,proto-K’iche’an + Mocho [34],,,2,,1
1274,"{""start_year"": 1, ""end_year"": 200}",a-34-proto-K’iche’an + Chu,proto-K’iche’an + Chu [34],,,2,,1
1275,"{""start_year"": 1, ""end_year"": 200}",a-34-proto-K’iche’an?,proto-K’iche’an? [34],,,2,,1
1276,"{""start_year"": 1, ""end_year"": 200}",a-34-proto-K’iche’an + Q’anjob’al,proto-K’iche’an + Q’anjob’al [34],,,2,,1
1277,"{""start_year"": 1, ""end_year"": 300}",a-34-K’iche’an + Q’anjob’alan,K’iche’an + Q’anjob’alan [34],,,2,,1
1278,"{""start_year"": 1, ""end_year"": 900}",a-34-Q'eqchi' and Uspantec,Q'eqchi' and Uspantec [34],,,2,,1
1279,"{""start_year"": 1, ""end_year"": 900}",a-34-Q'eqchi' + Uspantec,Q'eqchi' + Uspantec [34],,,2,,1
1280,"{""start_year"": 100, ""end_year"": 200}",a-34-Greater Tzeltalan + Tojolab’al,Greater Tzeltalan + Tojolab’al [34],,,2,,1
1281,"{""start_year"": 100, ""end_year"": 200}",a-34-proto-Greater Tzeltalan + Huastec,proto-Greater Tzeltalan + Huastec [34],,,2,,1
1282,"{""start_year"": 100, ""end_year"": 200}",a-34-proto-Greater Tzeltalan + Q'eqchi',proto-Greater Tzeltalan + Q'eqchi' [34],,,2,,1
1283,"{""start_year"": 100, ""end_year"": 200}",a-34-Greater Tzeltalan + Chujean + Q'eqchi',Greater Tzeltalan + Chujean + Q'eqchi' [34],,,2,,1
1284,"{""start_year"": 100, ""end_year"": 200}",a-34-Greater Tzeltalan + Q’anjob’alan,Greater Tzeltalan + Q’anjob’alan [34],,,2,,1
1285,"{""start_year"": 100, ""end_year"": 200}",a-34-Greater Tzeltalan,Greater Tzeltalan [34],,,2,,1
1286,"{""start_year"": 100, ""end_year"": 200}",a-34-Greater Tzeltalan + Huastec,Greater Tzeltalan + Huastec [34],,,2,,1
1287,"{""start_year"": 100, ""end_year"": 1600}",a-34-Greater Lowland languages + Q'eqchi' + Ixil,Greater Lowland languages + Q'eqchi' + Ixil [34],,,2,,1
1288,"{""start_year"": 100, ""end_year"": 1600}",a-34-Greater Lowland languages,Greater Lowland languages [34],,,2,,1
1289,"{""start_year"": 100, ""end_year"": 1600}",a-34-Greater Lowland languages + Q'eqchi' + Poqom,Greater Lowland languages + Q'eqchi' + Poqom [34],,,2,,1
1290,"{""start_year"": 100, ""end_year"": 1600}",a-34-Greater Lowland languages + Q’anjob’alan + Q'eqchi',Greater Lowland languages + Q’anjob’alan + Q'eqchi' [34],,,2,,1
1291,"{""start_year"": 100, ""end_year"": 1600}",a-34-Greater Lowland languages + Tojolab’al,Greater Lowland languages + Tojolab’al [34],,,2,,1
1292,"{""start_year"": 300, ""end_year"": 1000}",a-34-Ch’olan + Ixhil + Q'eqchi',Ch’olan + Ixhil + Q'eqchi' [34],,,2,,1
1293,"{""start_year"": 300, ""end_year"": 2007}",a-34-Q'eqchi',Q'eqchi' [34],,,2,,1
1294,"{""start_year"": 400, ""end_year"": 700}",a-34-Q’anjob’alan + Mamean + Q'eqchi',Q’anjob’alan + Mamean + Q'eqchi' [34],,,2,,1
1295,"{""start_year"": 400, ""end_year"": 700}",a-34-Q’anjob’alan + Q'eqchi',Q’anjob’alan + Q'eqchi' [34],,,2,,1
1296,"{""start_year"": 400, ""end_year"": 700}",a-34-Tzeltalan + Q’anjob’alan,Tzeltalan + Q’anjob’alan [34],,,2,,1
1297,"{""start_year"": 400, ""end_year"": 1000}",a-34-Q'eqchi' + Poqom,Q'eqchi' + Poqom [34],,,2,,1
1298,"{""start_year"": 400, ""end_year"": 2000}",a-34-Ixhil + Chuj + Q'eqchi',Ixhil + Chuj + Q'eqchi' [34],,,2,,1
1299,"{""start_year"": 500, ""end_year"": 700}",a-34-proto-Ch’olan,proto-Ch’olan [34],,,2,,1
1300,"{""start_year"": 500, ""end_year"": 700}",a-34-proto-Ch’olan (?),proto-Ch’olan (?) [34],,,2,,1
1301,"{""start_year"": 500, ""end_year"": 700}",a-34-Q’anjob’alan + Ch’olan + Q'eqchi',Q’anjob’alan + Ch’olan + Q'eqchi' [34],,,2,,1
1302,"{""start_year"": 500, ""end_year"": 700}",a-34-proto-Ch’olan + Huastec + Q'eqchi',proto-Ch’olan + Huastec + Q'eqchi' [34],,,2,,1
1303,"{""start_year"": 500, ""end_year"": 900}",a-34-K’iche’an + lowland languages,K’iche’an + lowland languages [34],,,2,,1
1304,"{""start_year"": 500, ""end_year"": 900}",a-34-K’iche’an + Ch’olan,K’iche’an + Ch’olan [34],,,2,,1
1305,"{""start_year"": 500, ""end_year"": 1300}",a-34-Lowland languages,Lowland languages [34],,,2,,1
1306,"{""start_year"": 700, ""end_year"": 1700}",a-34-Ch’olti’,Ch’olti’ [34],,,2,,1
1307,"{""start_year"": 1300, ""end_year"": 1500}",a-34-Tzeltalan + Tojolab’al + Q'eqchi' + Ixhil,Tzeltalan + Tojolab’al + Q'eqchi' + Ixhil [34],,,2,,1
1308,"{""start_year"": 1300, ""end_year"": 1500}",a-34-Tzeltalan + Huastecan,Tzeltalan + Huastecan [34],,,2,,1
1309,"{""start_year"": 1300, ""end_year"": 2000}",a-34-Q’anjob’al + Ixhil + Q'eqchi',Q’anjob’al + Ixhil + Q'eqchi' [34],,,2,,1
1310,"{""start_year"": 1500, ""end_year"": 2000}",a-34-Tzeltal + Tojolab’al,Tzeltal + Tojolab’al [34],,,2,,1
1311,"{""start_year"": 1529, ""end_year"": 1600}",a-34-Early Colonial Q'eqchi',Early Colonial Q'eqchi' [34],,,2,,1
1312,"{""start_year"": 1529, ""end_year"": 1800}",a-34-Colonial Q'eqchi',Colonial Q'eqchi' [34],,,2,,1
1313,"{""start_year"": 1529, ""end_year"": 2007}",a-34-Post-Conquest Q’eqchi’,Post-Conquest Q’eqchi’ [34],,,2,,1
1314,"{""start_year"": 1600, ""end_year"": 1800}",a-34-Later Colonial Q'eqchi',Later Colonial Q'eqchi' [34],,,2,,1
1315,"{""start_year"": 1600, ""end_year"": 2007}",a-34-Later Post-Conquest Q’eqchi’,Later Post-Conquest Q’eqchi’ [34],,,2,,1
1316,"{""start_year"": 1900, ""end_year"": 2007}",a-34-20th century Q'eqchi',20th century Q'eqchi' [34],,,2,,1
1317,"{""start_year"": -1000, ""end_year"": 100}",a-8-Pre 100 CE,Pre 100 CE [8],,,2,,1
1318,"{""start_year"": 100, ""end_year"": 2000}",a-8-Post 100 CE,Post 100 CE [8],,,2,,1
1319,"{""start_year"": 501, ""end_year"": 1300}",a-8-6th-13th Century,6th-13th Century [8],,,2,,1
1320,"{""start_year"": 501, ""end_year"": 1500}",a-8-6th-15th century,6th-15th century [8],,,2,,1
1321,"{""start_year"": 600, ""end_year"": 2000}",a-8-Post 6th Century,Post 6th Century [8],,,2,,1
1322,"{""start_year"": 1000, ""end_year"": 2000}",a-8-Post 10th Century,Post 10th Century [8],,,2,,1
1323,"{""start_year"": 1001, ""end_year"": 1600}",a-8-11th-16th century,11th-16th century [8],,,2,,1
1324,"{""start_year"": 1001, ""end_year"": 1800}",a-8-11th-18th century,11th-18th century [8],,,2,,1
1325,"{""start_year"": 1100, ""end_year"": 2000}",a-8-Post 12th Century,Post 12th Century [8],,,2,,1
1326,"{""start_year"": 1201, ""end_year"": 1600}",a-8-13th-16th century,13th-16th century [8],,,2,,1
1327,"{""start_year"": 1301, ""end_year"": 1800}",a-8-14th-18th century,14th-18th century [8],,,2,,1
1328,"{""start_year"": 1500, ""end_year"": 2000}",a-8-Post 15th Century,Post 15th Century [8],,,2,,1
1329,"{""start_year"": 1600, ""end_year"": 2000}",a-8-Post 16th Century,Post 16th Century [8],,,2,,1
1330,"{""start_year"": 1601, ""end_year"": 1700}",a-8-17th Century,17th Century [8],,,2,,1
1331,"{""start_year"": 1701, ""end_year"": 1800}",a-8-18th Century,18th Century [8],,,2,,1
1332,"{""start_year"": 1801, ""end_year"": 1900}",a-8-19th Century,19th Century [8],,,2,,1
1333,"{""start_year"": 1801, ""end_year"": 2000}",a-8-19th/20th century,19th/20th century [8],,,2,,1
1334,"{""start_year"": 1901, ""end_year"": 2000}",a-8-20th century,20th century [8],,,2,,1
1335,"{""start_year"": -3000, ""end_year"": -500}",a-19-Proto-Turkic,Proto-Turkic [19],"In this category are included words that we found in the Etymological Dictionary of the Turkic languages (1974-2003), i.e. words for which we have no evidence of borrowing (cf. Rona-Tas 1998: 68-69).",,2,,1
1336,"{""start_year"": 500, ""end_year"": 1200}",a-19-Before 13th century,Before 13th century [19],Before 13th century,,2,,1
1337,"{""start_year"": 720, ""end_year"": 1200}",a-19-Old Turkic,Old Turkic [19],We included in this category words for which the oldest records we have are those that are found in the “Old Turkic Dictionary” (Nadeljaev 1969; cf. Erdal 2004: 4f).,,2,,1
1338,"{""start_year"": 1200, ""end_year"": 1400}",a-19-Mongol Empire,Mongol Empire [19],"In this category we included all the words of Mongolic origin. This is roughly the period of the Mongol Empire, and it is assumed that this is the time the ancestors of the Sakha were in most intense contact with the Mongols.",,2,,1
1339,"{""start_year"": 100, ""end_year"": 600}",a-33-Proto-Tzeltalan,Proto-Tzeltalan [33],,,2,,1
1340,"{""start_year"": 600, ""end_year"": 1100}",a-33-Greater Lowland,Greater Lowland [33],,,2,,1
1388,"{""start_year"": 1800, ""end_year"": 1940}",a-1-1800-1940,1800-1940 [1],,,2,,1
1389,"{""start_year"": 1940, ""end_year"": 2000}",a-1-1940-2000,1940-2000 [1],,,2,,1
1390,"{""start_year"": null, ""end_year"": null}",a-29-Proto North New Guinea,Proto North New Guinea [29],,,2,,1
1341,"{""start_year"": 1400, ""end_year"": 1700}",a-19-After 13th/14th century,After 13th/14th century [19],"In this age category we placed Tungusic (Evenki) loanwords, since it is assumed that the ancestors of the Sakha migrated to the north not earlier than this time. However, since this is based on archaeological data, there is no absolute time known. The genetic dates have large standard errors, so that they do not give any precise information; but there is evidence of a founder event (e.g. the migration north) taking place in the period between 700 and 1500 CE (Pakendorf et al. 2006). Given the large number of Mongolic loanwords in the language, one might assume that the migration north (and thus the contact with the Evenks) took place not before the heyday of the Mongol Empire, i.e. not before the 13th century. 
As to when the contact situation ended, we really have no idea. We very arbitrarily put an end year of 1700 to this, because this is approximately the time when the Sakha became more numerous and more dominant in Yakutia and thus might not have copied words from the language of a minority group anymore.

Pakendorf, Brigitte; Novgorodov, Innokentij N.; Osakovskij, Vladimir L.; Danilova, Al’bina P.; Protod’jakonov, Artur P.; Stoneking, Mark (2006): Investigating the effects of prehistoric migrations in Siberia: genetic variation and the origins of Yakuts. Human Genetics 120/3: 334-353.",,2,,1
1356,"{""start_year"": 1700, ""end_year"": 2000}",a-36-Sranan Stratum,Sranan Stratum [36],"Contact between Saramaccan and Sranan has been continuous for as long as the two languages could be distinguished. I have chosen the date of 1700 as the earliest date for words from this stratum to have been borrowed into Saramaccan since 1690 is generally held to be the year that the first mass escape of slaves who would become the Saramaccans took place. However, a pre-Saramaccan speech variety distinct from what would become Sranan may have been present in Suriname earlier than this. The endpoint of the Sranan Stratum is specified as 2000—i.e., the present.",,2,,1
1355,"{""start_year"": 600, ""end_year"": 1975}",a-33-Proto-Tzotzil,Proto-Tzotzil [33],,,2,,1
1397,"{""start_year"": 500, ""end_year"": 1000}",a-29-Ngero-Vitiaz,Ngero-Vitiaz [29],From the resettlement of the Vitiaz Strait to the beginnings of the Vitiaz Strait trade network (ca 1000 CE).,,2,,1
1342,"{""start_year"": 1632, ""end_year"": 1920}",a-19-Pre-Soviet Russian,Pre-Soviet Russian [19],"In this category we included Russian loanwords that we found in Pekarskij ([1907-1930] 1958-1959), and we cite Pekarskij for words that are borrowed from Russian to show that they were borrowed before Sovietization. The ages given correspond to the period of time from the year of arrival of the first Russians on the Lena until the establishment of Soviet power in Yakutia. As a matter of fact, however, Pekarskij left Yakutia at the end of the 19th century; therefore, some words that entered the Sakha language from 1900-1920 may erroneously have been classified by us as ‘Soviet Russian’. However, since the kind of contact was very different between the pre-Soviet and the Soviet eras, this would affect at most a couple of words.

Pekarskij, Ėdvard Karlovič 1958-1959 [1907-1930]. Slovar’ jakutskogo jazyka. [Dictionary of Yakut.] Facsimile reprint of the first edition. No place indicated: Otdelenie literatury i jazyka Akademii Nauk SSSR, Jakutskij filial Akademii Nauk SSSR.",,2,,1
1343,"{""start_year"": 1632, ""end_year"": 2006}",a-19-After 1632,After 1632 [19],,,2,,1
1344,"{""start_year"": 1920, ""end_year"": 1990}",a-19-Soviet Russian,Soviet Russian [19],"In this category we included the Russian loanwords that we found in Slepcov (ed. 1972), but not in Pekarskij ([1907-1930] 1958-1959).

Pekarskij, Ėdvard Karlovič 1958-1959 [1907-1930]. Slovar’ jakutskogo jazyka. 	[Dictionary of Yakut.] Facsimile reprint of the first edition. No place indicated: 	Otdelenie literatury i jazyka Akademii Nauk SSSR, Jakutskij filial Akademii 	Nauk SSSR.

Slepcov, P.A. (ed.). 1972. Jakutsko-russkij slovar’. [Yakut-Russian dictionary.] Moscow: 	Izdatel’stvo ‘Sovetskaja Ėnciklopedija’.",,2,,1
1345,"{""start_year"": 1500, ""end_year"": 1650}",a-36-AEC Ingredient X,AEC Ingredient X [36],"This age label is used for a handful of words that are common to many Atlantic English-based creoles and which, therefore, can be presumed to have been borrowed into some pre-Suriname ancestor of Saramaccan. This stratum has been assigned to the years between 1500 and 1650, spanning roughly the beginning of the Atlantic slave trade until the founding of the Suriname colony by the British.",,2,,1
1346,"{""start_year"": 1500, ""end_year"": 1700}",a-36-Early English Stratum,Early English Stratum [36],"This age label is used for retained English elements found in the Saramaccan lexicon. Words in this stratum are assigned to the age span 1500–1700, i.e., from around the beginning of the Atlantic slave trade until the time when Saramaccans split off from the plantation society.",,2,,1
1347,"{""start_year"": 1500, ""end_year"": 2000}",a-36-Unknown,Unknown [36],"Words which I do not feel I can comfortably assign to a stratum have been assigned the stratum value Unknown, which has an age span of 1500–2000, i.e., the whole length of time about which we can reasonably speak of a Saramaccan lexicon as distinct from the English lexicon.",,2,,1
1348,"{""start_year"": 1650, ""end_year"": 1700}",a-36-Common Suriname Creole,Common Suriname Creole [36],"This age label is used for words which appear to be common retentions among the three related Surinamese creoles—Saramaccan, Sranan, and Ndyuka—but which do not clearly appear to be of English origin. Such retentions were not systematically looked for, however, and just because a word is not assigned to this category does not mean it may not actually belong there. Rather, when, in searching for an etymology of a word, I discovered that an element was common to the three creoles and it did not appear upon quick inspection to be a borrowing from Sranan into the other two creoles,  I assigned it to this stratum. As such, it should not be considered a particularly reliable age assignment. This stratum was assigned the time span of 1650–1700, from the beginning of the colony until approximately when the Saramaccans had split off from the plantation society.",,2,,1
1349,"{""start_year"": 1650, ""end_year"": 1750}",a-36-Portuguese Stratum,Portuguese Stratum [36],"This age stratum is used for most elements of Portuguese origin. These elements are believed to have entered Saramaccan after it split off from the other Surinamese creoles but only during a short span of time relatively early in Saramaccan history. It is conservatively assigned the time span 1650–1750, though it seems likely this period could be made more precise, perhaps, for example, 1675–1725.",,2,,1
