ID,Name,Description,SemanticField,BorrowedScore,AgeScore,SimplicityScore,SemanticCategory,IDS_code,TypicalContext,CoreList
9-68,the lead,(a kind of metal),Basic actions and technology,0.528985507246,0.834782608696,0.971014492754,Noun,9.68,,true
9-69,the tin or tinplate,,Basic actions and technology,0.579166666667,0.77,0.966666666667,Noun,9.69,The cup was made of tin.,true
9-71,the potter,,Basic actions and technology,0.169117647059,0.823529411765,0.602941176471,Noun,9.71,The potter made jars.,true
9-72,to mould/mold,'form articles from clay or other plastic material by molding with the hands',Basic actions and technology,0.156069364162,0.835838150289,0.813583815029,Verb,9.72,She molded the clay into a dish before firing it.,true
9-73,the clay,,Basic actions and technology,0.0991189427313,0.838325991189,0.874449339207,Noun,9.73,,true
9-74,the glass,"(the substance, not the drinking vessel)",Basic actions and technology,0.617841409692,0.796475770925,0.943832599119,Noun,9.74,The window is made of glass.,true
9-75,to weave or plait/braid,‘weave (a basket) or plait/braid (someone’s hair)’,Basic actions and technology,0.08255243195,0.817938420348,0.844935296743,Verb,9.75,,true
9-76,the basket,,Basic actions and technology,0.41592920354,0.807079646018,0.973451327434,Noun,9.76,She carried the fruit home in a basket.,true
9-77,the mat,'a small piece of thick rough material which covers part of the floor',Basic actions and technology,0.294520547945,0.831506849315,0.924657534247,Noun,9.77,,true
9-771,the rug,'a piece of thick cloth or wool that is smaller than a carpet and is put on the floor as decoration',Basic actions and technology,0.671232876712,0.808219178082,0.917808219178,Noun,9.771,,true
9-78,the netbag,'bag made of net used in Papua to carry things’,Basic actions and technology,0.487804878049,0.79756097561,0.878048780488,Noun,9.78,,true
9-79,the fan,,Basic actions and technology,0.25974025974,0.854545454545,0.779220779221,Noun,9.79,The lady had a delicate fan made of sandalwood.,true
9-791,to fan,,Basic actions and technology,0.133333333333,0.861333333333,0.8,Verb,9.791,People in the audience were fanning themselves with their programmes.,true
9-81,to carve,'cut shapes out of wood or stone',Basic actions and technology,0.265593561368,0.860764587525,0.897384305835,Verb,9.81,Michaelangelo carved this figure from a single block of marble.,true
9-82,the sculptor,,Basic actions and technology,0.21875,0.81875,0.583333333333,Noun,9.82,Rodin was a French sculptor.,true
1-99901,the beach,,The physical world,0.0,0.5,0.625,Noun,,,false
9-84,the chisel,"'a metal tool with a sharp edge, used to cut wood or stone'",Basic actions and technology,0.408450704225,0.783098591549,0.894366197183,Noun,9.84,,true
9-88,the paint,'a liquid that one puts on a surface to make it a particular colour',Basic actions and technology,0.518375241779,0.79497098646,0.895551257253,Noun,9.88,,true
9-89,to paint,'put paint on a surface',Basic actions and technology,0.334608030593,0.797323135755,0.779158699809,Verb,9.89,We need to paint our house.,true
10-11,to move,(transitive),Motion,0.281914893617,0.810638297872,0.792553191489,Verb,10.11,This rock is so heavy that it cannot be moved.,true
10-12,to turn,(transitive),Motion,0.148288973384,0.819011406844,0.757604562738,Verb,10.12,to turn one’s head,true
10-13,to turn around,(intransitive),Motion,0.0962837837838,0.761148648649,0.690878378378,Verb,10.13,He heard someone call out his name and turned around.,true
10-14,to wrap,,Motion,0.114583333333,0.830208333333,0.893229166667,Verb,10.14,He wrapped the fish in leaves and steamed it.,true
10-15,to roll,(transitive),Motion,0.187125748503,0.80995508982,0.800711077844,Verb,10.15,He rolled the log down the hill.,true
10-16,to drop,(transitive),Motion,0.0404131118096,0.81679389313,0.676695105523,Verb,10.16,We dropped the stone into the water.,true
10-17,to twist,(transitive),Motion,0.157894736842,0.798947368421,0.883157894737,Verb,10.17,She twisted the wire around the branch.,true
10-21,to rise,,Motion,0.0111234705228,0.832777159807,0.758991472006,Verb,10.21,The sun rises in the east.,true
10-22,to raise or lift,,Motion,0.0868167202572,0.827331189711,0.787781350482,Verb,10.22,,true
10-23,to fall,,Motion,0.0541516245487,0.858122743682,0.902527075812,Verb,10.23,The ripe coconut fell on the ground.,true
10-24,to drip,,Motion,0.0581395348837,0.838372093023,0.808139534884,Verb,10.24,"The tap is dripping, shut it tightly!",true
10-25,to throw,,Motion,0.0402985074627,0.829253731343,0.917164179104,Verb,10.25,"Don't throw stones, it's dangerous!",true
10-252,to catch,,Motion,0.158069883527,0.83749306711,0.873821408763,Verb,10.252,She caught the ball and passed it to her team mate.,true
10-26,to shake,(transitive),Motion,0.172413793103,0.821551724138,0.853448275862,Verb,10.26,Shake the bottle before pouring out the sauce.,true
10-32,to flow,,Motion,0.041958041958,0.848951048951,0.839160839161,Verb,10.32,The river flows to the sea.,true
10-33,to sink,(intransitive),Motion,0.100371747212,0.863197026022,0.799256505576,Verb,10.33,The coconut fell into the water and sank.,true
10-34,to float,(intransitive),Motion,0.0504484304933,0.804932735426,0.808295964126,Verb,10.34,The raft floated on the river.,true
10-35,to swim,,Motion,0.103346456693,0.833464566929,0.825787401575,Verb,10.35,He drowned because he could not swim.,true
10-351,to dive,,Motion,0.15690376569,0.764435146444,0.811715481172,Verb,10.351,Diving too deeply is dangerous.,true
10-352,to splash,,Motion,0.121134020619,0.810309278351,0.773195876289,Verb,10.352,The girl splashed water in the boy's face.,true
10-36,to sail,,Motion,0.147058823529,0.823529411765,0.612299465241,Verb,10.36,The ship sailed from America to Australia.,true
10-37,to fly,(intransitive),Motion,0.13114071607,0.847626977519,0.912572855953,Verb,10.37,Look at that bird flying up in the sky!,true
10-38,to blow,(intransitive),Motion,0.0377906976744,0.813953488372,0.877906976744,Verb,10.38,The wind is blowing hard.,true
10-41,to crawl,,Motion,0.1125,0.8175,0.8375,Verb,10.41,"The baby is still crawling, it can't walk yet.",true
10-412,to kneel,'to get down on one's knees',Motion,0.0670731707317,0.831707317073,0.658536585366,Verb,10.412,The messenger kneeled before the king.,true
10-413,to crouch,‘lower one’s body close to the ground by bending one’s knees completely’,Motion,0.215909090909,0.768181818182,0.806818181818,Verb,10.413,She crouched under the sink to fix the pipes.,true
10-42,to slide or slip,(intransitive),Motion,0.11214953271,0.828971962617,0.883177570093,Verb,10.42,,true
10-43,to jump,,Motion,0.0639344262295,0.834754098361,0.881967213115,Verb,10.43,The children were so happy they jumped up and down.,true
10-431,to kick,,Motion,0.139805825243,0.828737864078,0.854368932039,Verb,10.431,He kicked the ball.,true
10-44,to dance,,Motion,0.285714285714,0.798979591837,0.836734693878,Verb,10.44,Though the music stopped they kept on dancing.,true
10-45,to walk,(intransitive),Motion,0.0882352941176,0.812903225806,0.818785578748,Verb,10.45,The children walk to school every day.,true
10-451,to limp,,Motion,0.17032967033,0.807692307692,0.758241758242,Verb,10.451,After his foot injury he limped for months.,true
10-46,to run,(intransitive),Motion,0.0241935483871,0.852016129032,0.866935483871,Verb,10.46,They ran all the way to school.,true
10-47,to go,,Motion,0.0370786516854,0.91595505618,0.974157303371,Verb,10.47,"Sometimes I go to school by car, sometimes on foot.",true
10-471,to go up,,Motion,0.113764044944,0.826404494382,0.752808988764,Verb,10.471,I went up on the roof to get a better view.,true
10-472,to climb,,Motion,0.0463483146067,0.816853932584,0.837078651685,Verb,10.472,"If you want to pick mangos, you must climb the tree.",true
10-473,to go down,,Motion,0.121621621622,0.792664092664,0.785714285714,Verb,10.473,Come down from the roof or you'll fall down.,true
10-474,to go out,,Motion,0.0277136258661,0.790762124711,0.767898383372,Verb,10.474,Get out of here before you get hurt!,true
10-48,to come,,Motion,0.0323275862069,0.880603448276,0.939655172414,Verb,10.48,When I came to school it was still closed.,true
10-481,to come back,,Motion,0.177480916031,0.814503816794,0.825381679389,Verb,10.481,He left and then came back an hour later.,true
10-49,to leave,"(intransitive) ‘depart, go away’",Motion,0.135880267822,0.819614021268,0.799133517133,Verb,10.49,The guest arrived yesterday and left this morning.,true
10-491,to disappear,,Motion,0.133333333333,0.822222222222,0.811111111111,Verb,10.491,The man disappeared without a trace.,true
10-51,to flee,,Motion,0.125,0.820512820513,0.832264957265,Verb,10.51,Because of the fire they had to flee their home.,true
10-52,to follow,,Motion,0.0715767634855,0.809543568465,0.809128630705,Verb,10.52,"I came here first, my family followed me later.",true
10-53,to pursue,,Motion,0.16049382716,0.798765432099,0.779835390947,Verb,10.53,The policeman pursued the thief.,true
10-55,to arrive,,Motion,0.16848673947,0.841497659906,0.836973478939,Verb,10.55,The guest arrived yesterday and left this morning.,true
10-56,to approach,,Motion,0.0729166666667,0.839583333333,0.692708333333,Verb,10.56,As we approached the city we could see the lights in the distance.,true
10-57,to enter,,Motion,0.075,0.834615384615,0.792307692308,Verb,10.57,She entered the room and sat down.,true
10-61,to carry,,Motion,0.0808918496363,0.873523213922,0.953368227857,Verb,10.61,She carried her baby home.,true
10-612,to carry in hand,,Motion,0.112319486539,0.766749866286,0.792208949902,Verb,10.612,She carried a stone in her hand.,true
10-613,to carry on shoulder,,Motion,0.0981225044601,0.827661201257,0.815351287061,Verb,10.613,He carried the books on his shoulder.,true
10-614,to carry on head,,Motion,0.185709232402,0.789281924301,0.725150336045,Verb,10.614,She carried the fruit basket on her head.,true
10-615,to carry under the arm,,Motion,0.0782664253008,0.80187413481,0.746193163667,Verb,10.615,She carried her bag under her arm.,true
10-62,to bring,,Motion,0.0180084745763,0.831144067797,0.754237288136,Verb,10.62,Please bring me the book you are holding.,true
10-63,to send,,Motion,0.133177570093,0.855607476636,0.810747663551,Verb,10.63,She sent her parents some money.,true
10-64,to lead,,Motion,0.157051282051,0.842735042735,0.742521367521,Verb,10.64,The dog led the hunter to the fox.,true
10-65,to drive,(transitive),Motion,0.331828442438,0.800225733634,0.804740406321,Verb,10.65,"He can drive a car, but not a truck.",true
10-66,to ride,,Motion,0.197080291971,0.862773722628,0.815085158151,Verb,10.66,She rides her horse to work every day.,true
10-67,to push,,Motion,0.172597864769,0.838078291815,0.898576512456,Verb,10.67,Don't push me or I'll fall down.,true
10-71,the road,,Motion,0.311659192825,0.874887892377,0.941704035874,Noun,10.71,Many cars drove up and down the road.,true
10-72,the path,,Motion,0.207468879668,0.863070539419,0.921161825726,Noun,10.72,The path leads from the house to the field.,true
10-74,the bridge,,Motion,0.417159763314,0.846153846154,0.94674556213,Noun,10.74,A beautiful bridge stood over the river.,true
10-75,the cart or wagon,,Motion,0.667922020381,0.839255649092,0.943509082853,Noun,10.75,The cart was pulled by a horse.,true
10-76,the wheel,,Motion,0.460843373494,0.834939759036,0.909638554217,Noun,10.76,The car has four wheels.,true
10-77,the axle,,Motion,0.448453608247,0.846907216495,0.938144329897,Noun,10.77,,true
10-78,the yoke,,Motion,0.405405405405,0.884864864865,0.943243243243,Noun,10.78,,true
10-81,the ship,,Motion,0.608695652174,0.830434782609,0.937888198758,Noun,10.81,,true
10-83,the boat,,Motion,0.535294117647,0.845294117647,0.952941176471,Noun,10.83,,true
10-831,the canoe,,Motion,0.435714285714,0.837857142857,0.942857142857,Noun,10.831,,true
10-832,the outrigger,,Motion,0.25,0.767567567568,0.824324324324,Noun,10.832,,true
10-84,the raft,,Motion,0.34188034188,0.84358974359,0.880341880342,Noun,10.84,,true
10-85,the oar,,Motion,0.455882352941,0.868823529412,0.866176470588,Noun,10.85,,true
10-851,the paddle,,Motion,0.28164556962,0.815189873418,0.884493670886,Noun,10.851,,true
10-852,to row,,Motion,0.210900473934,0.827962085308,0.78672985782,Verb,10.852,,true
10-86,the rudder,,Motion,0.460227272727,0.817613636364,0.849431818182,Noun,10.86,,true
10-87,the mast,,Motion,0.339622641509,0.807547169811,0.839622641509,Noun,10.87,,true
10-88,the sail,,Motion,0.404255319149,0.876595744681,0.925531914894,Noun,10.88,,true
10-89,the anchor,,Motion,0.58389261745,0.830872483221,0.919463087248,Noun,10.89,,true
10-91,the port,(= harbour),Motion,0.433070866142,0.806299212598,0.818897637795,Noun,10.91,,true
10-92,to land,,Motion,0.185483870968,0.758525345622,0.706221198157,Verb,10.92,,true
11-11,to have,'have temporarily (including things that one does not strictly speaking possess)',Possession,0.0366524129505,0.828649969456,0.899205864386,Verb,11.11,The boy has a flower in his hand.,true
11-12,to own,"'possess, have permanently as legal possession'",Possession,0.256097560976,0.817987804878,0.826219512195,Verb,11.12,The woman owns a car.,true
11-13,to take,'seize a concrete object in the hand and hold it',Possession,0.100439773405,0.876602564103,0.886516100179,Verb,11.13,I took my bag and walked to the market square.,true
11-14,to grasp,'take and hold something firmly with one's hands',Possession,0.0295130349238,0.858976881456,0.893015248401,Verb,11.14,Make sure you grasp the rope with both hands.,true
11-15,to hold,'to have something in one's hand or arms',Possession,0.100222717149,0.850779510022,0.878897550111,Verb,11.15,I held the baby in my arms.,true
11-16,to get,'come into possession of something' (neutral between ‘obtain’ and ‘receive’),Possession,0.159251769464,0.853741152679,0.863498483316,Verb,11.16,,true
11-17,to keep,"'retain, remain in possession of something'",Possession,0.148984198646,0.832054176072,0.805869074492,Verb,11.17,I like the hat you gave me and I'd like to keep it.,true
11-18,the thing,'concrete object of any kind',Possession,0.227722772277,0.796831683168,0.89900990099,Noun,11.18,"My brother is rich, and many things in his house are never used.",true
11-21,to give,'physical transfer of an object with one's hands that passes into possession of the recipient',Possession,0.0867768595041,0.885123966942,0.907024793388,Verb,11.21,The girl gave the boy a flower.,true
11-22,to give back,'give something that was earlier in the recipient's possession',Possession,0.0882352941176,0.769411764706,0.678431372549,Verb,11.22,"I lent you my watch, and you haven't given it back yet.",true
11-24,to preserve,‘save something/someone from being harmed or destroyed’,Possession,0.24145785877,0.787699316629,0.744874715262,Verb,11.24,I think these traditional customs should be preserved. / The wreck was preserved by the muddy sea bed.,true
1-99903,the coal,,The physical world,0.0,1.0,1.0,Noun,,,false
11-25,to rescue,'make someone safe from danger or harm',Possession,0.368154158215,0.786612576065,0.811359026369,Verb,11.25,He saved his friend from drowning.,true
11-27,to destroy,'damage something so badly that it cannot be repaired or so that it no longer exists',Possession,0.178846153846,0.789230769231,0.779807692308,Verb,11.27,The school was completely destroyed by fire.,true
